Property ID,Estatus,Property Name,dataLayer name,Property Description,Grupo,Property Type,Tipo de datos,Ejemplo de respuesta,Front/Back,Fuente
,No implementado,c_has_cars,c_has_cars,,,,String,,,Insider
,No implementado,c_hub_id,c_hub_id,,,,String,,,Insider
,No implementado,c_hub_name,c_hub_name,,,,String,,,Insider
,No implementado,c_human_open,c_human_open,,,,String,,,Insider
,No implementado,c_image_url,c_image_url,,,,String,,,Insider
,No implementado,c_inspection_date_local_time,c_inspection_date_local_time,,,,String,,,Insider
,No implementado,c_inspection_datetime,c_inspection_datetime,,,,String,,,Insider
,No implementado,c_inspection_local_date,c_inspection_local_date,,,,String,,,Insider
,No implementado,c_inspection_local_hour,c_inspection_local_hour,,,,String,,,Insider
,No implementado,c_inspection_location,c_inspection_location,,,,String,,,Insider
,No implementado,c_inspection_type,c_inspection_type,,,,String,,,Insider
,No implementado,c_installment_value,c_installment_value,,,,String,,,Insider
,No implementado,c_intent,c_intent,,,,String,,,Insider
,No implementado,c_internal_cars,c_internal_cars,,,,String,,,Insider
,No implementado,c_invoice_id,c_invoice_id,,,,String,,,Insider
,No implementado,c_journey_id,c_journey_id,,,,String,,,Insider
,No implementado,c_journey_name,c_journey_name,,,,String,,,Insider
,No implementado,c_last_inspection_scheduled_creation_date,c_last_inspection_scheduled_creation_date,,,,String,,,Insider
,No implementado,c_last_register_brand_name,c_last_register_brand_name,,,,String,,,Insider
,No implementado,c_last_register_consignment_offer,c_last_register_consignment_offer,,,,String,,,Insider
,No implementado,c_last_register_date,c_last_register_date,,,,String,,,Insider
,No implementado,c_last_register_inst_offer,c_last_register_inst_offer,,,,String,,,Insider
,No implementado,c_last_register_mileage,c_last_register_mileage,,,,String,,,Insider
,No implementado,c_last_register_model_name,c_last_register_model_name,,,,String,,,Insider
,No implementado,c_last_register_offer_thirtydays,c_last_register_offer_thirtydays,,,,String,,,Insider
,No implementado,c_last_register_region,c_last_register_region,,,,String,,,Insider
,No implementado,c_last_register_region_name,c_last_register_region_name,,,,String,,,Insider
,No implementado,c_last_register_seven_days_offer,c_last_register_seven_days_offer,,,,String,,,Insider
,No implementado,c_last_register_sku,c_last_register_sku,,,,String,,,Insider
,No implementado,c_last_register_sku_moh,c_last_register_sku_moh,,,,String,,,Insider
,No implementado,c_last_register_sku_moh_region_cat,c_last_register_sku_moh_region_cat,,,,String,,,Insider
,No implementado,c_last_register_trade_in_offer,c_last_register_trade_in_offer,,,,String,,,Insider
,No implementado,c_last_register_tradein_offer,c_last_register_tradein_offer,,,,String,,,Insider
,No implementado,c_last_register_url,c_last_register_url,,,,String,,,Insider
,No implementado,c_last_register_url1,c_last_register_url1,,,,String,,,Insider
,No implementado,c_last_register_version_name,c_last_register_version_name,,,,String,,,Insider
,No implementado,c_last_register_year,c_last_register_year,,,,String,,,Insider
,No implementado,c_listing_type,c_listing_type,,,,String,,,Insider
,No implementado,c_logged_in,c_logged_in,,,,String,,,Insider
,No implementado,c_machine_open,c_machine_open,,,,String,,,Insider
,No implementado,c_make,c_make,,,,String,,,Insider
,No implementado,c_makemodel_image_url,c_makemodel_image_url,,,,String,,,Insider
,No implementado,c_merchandiser,c_merchandiser,,,,String,,,Insider
,No implementado,c_model,c_model,,,,String,,,Insider
,No implementado,c_multi_currency_currency,c_multi_currency_currency,,,,String,,,Insider
,No implementado,c_multi_currency_value,c_multi_currency_value,,,,String,,,Insider
,No implementado,c_new_offer_thirtydays,c_new_offer_thirtydays,,,,String,,,Insider
,No implementado,c_new_register_consignment_offer,c_new_register_consignment_offer,,,,String,,,Insider
,No implementado,c_new_register_instant_offer,c_new_register_instant_offer,,,,String,,,Insider
,No implementado,c_new_register_seven_days_offer,c_new_register_seven_days_offer,,,,String,,,Insider
,No implementado,c_new_register_trade_in_offer,c_new_register_trade_in_offer,,,,String,,,Insider
,No implementado,c_new_sale_seven_days_offer,c_new_sale_seven_days_offer,,,,String,,,Insider
,No implementado,c_new_sale_trade_in_offer,c_new_sale_trade_in_offer,,,,String,,,Insider
,No implementado,c_offer_1_maximum_amount,c_offer_1_maximum_amount,,,,String,,,Insider
,No implementado,c_offer_1_minimum_amount,c_offer_1_minimum_amount,,,,String,,,Insider
,No implementado,c_offer_1_price_currency,c_offer_1_price_currency,,,,String,,,Insider
,No implementado,c_offer_1_price_value,c_offer_1_price_value,,,,String,,,Insider
,No implementado,c_offer_1_selected,c_offer_1_selected,,,,String,,,Insider
,No implementado,c_offer_1_type,c_offer_1_type,,,,String,,,Insider
,No implementado,c_offer_1_type_id,c_offer_1_type_id,,,,String,,,Insider
,No implementado,c_offer_1_valid,c_offer_1_valid,,,,String,,,Insider
,No implementado,c_offer_2_maximum_amount,c_offer_2_maximum_amount,,,,String,,,Insider
,No implementado,c_offer_2_minimum_amount,c_offer_2_minimum_amount,,,,String,,,Insider
,No implementado,c_offer_2_price_currency,c_offer_2_price_currency,,,,String,,,Insider
,No implementado,c_offer_2_price_value,c_offer_2_price_value,,,,String,,,Insider
,No implementado,c_offer_2_selected,c_offer_2_selected,,,,String,,,Insider
,No implementado,c_offer_2_type,c_offer_2_type,,,,String,,,Insider
,No implementado,c_offer_2_type_id,c_offer_2_type_id,,,,String,,,Insider
,No implementado,c_offer_2_valid,c_offer_2_valid,,,,String,,,Insider
,No implementado,c_offer_appointment_day,c_offer_appointment_day,,,,String,,,Insider
,No implementado,c_offer_appointment_hour,c_offer_appointment_hour,,,,String,,,Insider
,No implementado,c_offer_consignment,c_offer_consignment,,,,String,,,Insider
,No implementado,c_offer_consignment_foreign_currency,c_offer_consignment_foreign_currency,,,,String,,,Insider
,No implementado,c_offer_consignment_foreign_value,c_offer_consignment_foreign_value,,,,String,,,Insider
,No implementado,c_offer_consignment_local_currency,c_offer_consignment_local_currency,,,,String,,,Insider
,No implementado,c_offer_consignment_local_value,c_offer_consignment_local_value,,,,String,,,Insider
,No implementado,c_offer_consignment_v2_foreign_currency,c_offer_consignment_v2_foreign_currency,,,,String,,,Insider
,No implementado,c_offer_consignment_v2_foreign_value,c_offer_consignment_v2_foreign_value,,,,String,,,Insider
,No implementado,c_offer_consignment_v2_local_currency,c_offer_consignment_v2_local_currency,,,,String,,,Insider
,No implementado,c_offer_consignment_v2_local_value,c_offer_consignment_v2_local_value,,,,String,,,Insider
,No implementado,c_offer_hub_index,c_offer_hub_index,,,,String,,,Insider
,No implementado,c_offer_hub_name,c_offer_hub_name,,,,String,,,Insider
,No implementado,c_offer_id,c_offer_id,,,,String,,,Insider
,No implementado,c_offer_instant_foreign_currency,c_offer_instant_foreign_currency,,,,String,,,Insider
,No implementado,c_offer_instant_foreign_value,c_offer_instant_foreign_value,,,,String,,,Insider
,No implementado,c_offer_instant_local_currency,c_offer_instant_local_currency,,,,String,,,Insider
,No implementado,c_offer_instant_local_value,c_offer_instant_local_value,,,,String,,,Insider
,No implementado,c_offer_instantpurchase,c_offer_instantpurchase,,,,String,,,Insider
,No implementado,c_offer_local_amount,c_offer_local_amount,,,,String,,,Insider
,No implementado,c_offer_local_currency,c_offer_local_currency,,,,String,,,Insider
,No implementado,c_offer_location_name,c_offer_location_name,,,,String,,,Insider
,No implementado,c_offer_peer_to_peer_local_currency,c_offer_peer_to_peer_local_currency,,,,String,,,Insider
,No implementado,c_offer_peer_to_peer_local_value,c_offer_peer_to_peer_local_value,,,,String,,,Insider
,No implementado,c_offer_selected,c_offer_selected,,,,String,,,Insider
,No implementado,c_offer_thirty_days_foreign_currency,c_offer_thirty_days_foreign_currency,,,,String,,,Insider
,No implementado,c_offer_thirty_days_foreign_value,c_offer_thirty_days_foreign_value,,,,String,,,Insider
,No implementado,c_offer_thirty_days_local_currency,c_offer_thirty_days_local_currency,,,,String,,,Insider
,No implementado,c_offer_thirty_days_local_value,c_offer_thirty_days_local_value,,,,String,,,Insider
,No implementado,c_offer_trade_in_foreign_currency,c_offer_trade_in_foreign_currency,,,,String,,,Insider
,No implementado,c_offer_trade_in_foreign_value,c_offer_trade_in_foreign_value,,,,String,,,Insider
,No implementado,c_offer_trade_in_local_currency,c_offer_trade_in_local_currency,,,,String,,,Insider
,No implementado,c_offer_trade_in_local_value,c_offer_trade_in_local_value,,,,String,,,Insider
,No implementado,c_offer_tradein,c_offer_tradein,,,,String,,,Insider
,No implementado,c_offer_type,c_offer_type,,,,String,,,Insider
,No implementado,c_offer_value,c_offer_value,,,,String,,,Insider
,No implementado,c_offer_zip_code,c_offer_zip_code,,,,String,,,Insider
,No implementado,c_origin,c_origin,,,,String,,,Insider
,No implementado,c_outlet,c_outlet,,,,String,,,Insider
,No implementado,c_p_new_consignment_offer_difference,c_p_new_consignment_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_consignment_offer_difference_usd,c_p_new_consignment_offer_difference_usd,,,,String,,,Insider
,No implementado,c_p_new_inst_tradein_offer_difference_usd,c_p_new_inst_tradein_offer_difference_usd,,,,String,,,Insider
,No implementado,c_p_new_instant_lowest_offer_difference,c_p_new_instant_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_instant_offer_difference,c_p_new_instant_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_instant_offer_thirtydays_diff,c_p_new_instant_offer_thirtydays_diff,,,,String,,,Insider
,No implementado,c_p_new_instant_offer_thirtydays_diff_usd,c_p_new_instant_offer_thirtydays_diff_usd,,,,String,,,Insider
,No implementado,c_p_new_instant_tradein_offer_difference,c_p_new_instant_tradein_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_offer_thirtydays_difference,c_p_new_offer_thirtydays_difference,,,,String,,,Insider
,No implementado,c_p_new_offer_thirtydays_difference_usd,c_p_new_offer_thirtydays_difference_usd,,,,String,,,Insider
,No implementado,c_p_new_seven_days_lowest_offer_difference,c_p_new_seven_days_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_seven_days_offer_difference,c_p_new_seven_days_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_seven_days_offer_difference_usd,c_p_new_seven_days_offer_difference_usd,,,,String,,,Insider
,No implementado,c_p_new_trade_in_lowest_offer_difference,c_p_new_trade_in_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_trade_in_offer_difference,c_p_new_trade_in_offer_difference,,,,String,,,Insider
,No implementado,c_p_new_trade_in_offer_difference_usd,c_p_new_trade_in_offer_difference_usd,,,,String,,,Insider
,No implementado,c_p_new_tradein_offer_thirtydays_diff,c_p_new_tradein_offer_thirtydays_diff,,,,String,,,Insider
,No implementado,c_p_new_tradein_offer_thirtydays_diff_usd,c_p_new_tradein_offer_thirtydays_diff_usd,,,,String,,,Insider
,No implementado,c_page,c_page,,,,String,,,Insider
,No implementado,c_path,c_path,,,,String,,,Insider
,No implementado,c_personalization_name,c_personalization_name,,,,String,,,Insider
,No implementado,c_pid,c_pid,,,,String,,,Insider
,No implementado,c_placement,c_placement,,,,String,,,Insider
,No implementado,c_platform,c_platform,,,,String,,,Insider
,No implementado,c_price,c_price,,,,String,,,Insider
,No implementado,c_price_type,c_price_type,,,,String,,,Insider
,No implementado,c_product_url,c_product_url,,,,String,,,Insider
,No implementado,c_pulse_url,c_pulse_url,,,,String,,,Insider
,No implementado,c_q_new_consignment_offer_difference,c_q_new_consignment_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_consignment_offer_difference_usd,c_q_new_consignment_offer_difference_usd,,,,String,,,Insider
,No implementado,c_q_new_instant_lowest_offer_difference,c_q_new_instant_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_instant_offer_difference,c_q_new_instant_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_instant_offer_thirtydays_diff,c_q_new_instant_offer_thirtydays_diff,,,,String,,,Insider
,No implementado,c_q_new_instant_offer_thirtydays_diff_usd,c_q_new_instant_offer_thirtydays_diff_usd,,,,String,,,Insider
,No implementado,c_q_new_instant_tradein_offer_difference,c_q_new_instant_tradein_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_offer_thirtydays_difference,c_q_new_offer_thirtydays_difference,,,,String,,,Insider
,No implementado,c_q_new_offer_thirtydays_difference_usd,c_q_new_offer_thirtydays_difference_usd,,,,String,,,Insider
,No implementado,c_q_new_seven_days_lowest_offer_difference,c_q_new_seven_days_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_seven_days_offer_difference,c_q_new_seven_days_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_seven_days_offer_difference_usd,c_q_new_seven_days_offer_difference_usd,,,,String,,,Insider
,No implementado,c_q_new_trade_in_lowest_offer_difference,c_q_new_trade_in_lowest_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_trade_in_offer_difference,c_q_new_trade_in_offer_difference,,,,String,,,Insider
,No implementado,c_q_new_trade_in_offer_difference_usd,c_q_new_trade_in_offer_difference_usd,,,,String,,,Insider
,No implementado,c_q_new_tradein_offer_thirtydays_diff,c_q_new_tradein_offer_thirtydays_diff,,,,String,,,Insider
,No implementado,c_q_new_tradein_offer_thirtydays_diff_usd,c_q_new_tradein_offer_thirtydays_diff_usd,,,,String,,,Insider
,No implementado,c_recommendation_engine,c_recommendation_engine,,,,String,,,Insider
,No implementado,c_recommendation_engine_version,c_recommendation_engine_version,,,,String,,,Insider
,No implementado,c_recommendation_type,c_recommendation_type,,,,String,,,Insider
,No implementado,c_recovery_url,c_recovery_url,,,,String,,,Insider
,No implementado,c_refurbished,c_refurbished,,,,String,,,Insider
,No implementado,c_rundate,c_rundate,,,,String,,,Insider
,No implementado,c_rundate_timestamp,c_rundate_timestamp,,,,String,,,Insider
,No implementado,c_sales_order_id,c_sales_order_id,,,,String,,,Insider
,No implementado,c_scarcity,c_scarcity,,,,String,,,Insider
,No implementado,c_selected_offer_amount,c_selected_offer_amount,,,,String,,,Insider
,No implementado,c_selected_offer_currency,c_selected_offer_currency,,,,String,,,Insider
,No implementado,c_selected_offer_type,c_selected_offer_type,,,,String,,,Insider
,No implementado,c_seven_days,c_seven_days,,,,String,,,Insider
,No implementado,c_sign_in_type,c_sign_in_type,,,,String,,,Insider
,No implementado,c_skip_step_register_link,c_skip_step_register_link,,,,String,,,Insider
,No implementado,c_sku,c_sku,,,,String,,,Insider
,No implementado,c_source,c_source,,,,String,,,Insider
,No implementado,c_source_brand,c_source_brand,,,,String,,,Insider
,No implementado,c_stock_id,c_stock_id,,,,String,,,Insider
,No implementado,c_subject,c_subject,,,,String,,,Insider
,No implementado,c_term,c_term,,,,String,,,Insider
,No implementado,c_test_param,c_test_param,,,,String,,,Insider
,No implementado,c_text_id,c_text_id,,,,String,,,Insider
,No implementado,c_thirty_days,c_thirty_days,,,,String,,,Insider
,No implementado,c_trade_in_bonus_amount,c_trade_in_bonus_amount,,,,String,,,Insider
,No implementado,c_trade_in_refund_amount,c_trade_in_refund_amount,,,,String,,,Insider
,No implementado,c_trade_in_to_pay_amount,c_trade_in_to_pay_amount,,,,String,,,Insider
,No implementado,c_type,c_type,,,,String,,,Insider
,No implementado,c_unit_financing_price,c_unit_financing_price,,,,String,,,Insider
,No implementado,c_unit_financing_sale_price,c_unit_financing_sale_price,,,,String,,,Insider
,No implementado,c_url_car_recommendations,c_url_car_recommendations,,,,String,,,Insider
,No implementado,c_user_id,c_user_id,,,,String,,,Insider
,No implementado,c_user_type,c_user_type,,,,String,,,Insider
,No implementado,c_user_zip_code,c_user_zip_code,,,,String,,,Insider
,No implementado,c_warranty_start_at,c_warranty_start_at,,,,String,,,Insider
,No implementado,c_warranty_type,c_warranty_type,,,,String,,,Insider
,No implementado,c_year,c_year,,,,String,,,Insider
,No implementado,c_zip_code,c_zip_code,,,,String,,,Insider
,No implementado,camp_id,camp_id,,,,String,,,Insider
,No implementado,camp_type,camp_type,,,,String,,,Insider
,No implementado,campaign,campaign,,,,String,,,Amplitude
,No implementado,campaign_advertising_channel_type,campaign_advertising_channel_type,,,,String,,,Amplitude
,No implementado,campaign_end_date,campaign_end_date,,,,String,,,Amplitude
,No implementado,campaign_id,campaign_id,,,,String,,,"Amplitude, Insider"
,No implementado,campaign_name,campaign_name,,,,String,,,"Amplitude, Insider"
,No implementado,campaign_start_date,campaign_start_date,,,,String,,,Amplitude
,No implementado,campaign_tags,campaign_tags,,,,String,,,Insider
,No implementado,carCondition,carCondition,,,,String,,,Amplitude
,No implementado,carId,carId,,,,String,,,Amplitude
,No implementado,carMake,carMake,,,,String,,,Amplitude
,No implementado,carMileage,carMileage,,,,String,,,Amplitude
,No implementado,carModel,carModel,,,,String,,,Amplitude
,No implementado,carType,carType,,,,String,,,Amplitude
,No implementado,carVersion,carVersion,,,,String,,,Amplitude
,No implementado,carYear,carYear,,,,String,,,Amplitude
,No implementado,car_Id,car_Id,,,,String,,,Amplitude
,No implementado,car_added,car_added,,,,String,,,Amplitude
,No implementado,car_aesthetics,car_aesthetics,,,,String,,,Amplitude
,No implementado,car_body_type,car_body_type,,,,String,,,Amplitude
,No implementado,car_bodytype,car_bodytype,,,,String,,,Amplitude
,No implementado,car_bodytype_1,car_bodytype_1,,,,String,,,Amplitude
,No implementado,car_bodytype_2,car_bodytype_2,,,,String,,,Amplitude
,No implementado,car_bodytype_3,car_bodytype_3,,,,String,,,Amplitude
,No implementado,car_bodytype_4,car_bodytype_4,,,,String,,,Amplitude
,No implementado,car_bodytype_5,car_bodytype_5,,,,String,,,Amplitude
,No implementado,car_bodytype_6,car_bodytype_6,,,,String,,,Amplitude
,No implementado,car_bodytype_7,car_bodytype_7,,,,String,,,Amplitude
,No implementado,car_bodytype_8,car_bodytype_8,,,,String,,,Amplitude
,No implementado,car_city,car_city,,,,String,,,Insider
,No implementado,car_city_attribute,car_city_attribute,,,,String,,,Insider
,No implementado,car_color,car_color,,,,String,,,Amplitude
,No implementado,car_color_1,car_color_1,,,,String,,,Amplitude
,No implementado,car_color_2,car_color_2,,,,String,,,Amplitude
,No implementado,car_color_3,car_color_3,,,,String,,,Amplitude
,No implementado,car_color_4,car_color_4,,,,String,,,Amplitude
,No implementado,car_color_5,car_color_5,,,,String,,,Amplitude
,No implementado,car_color_6,car_color_6,,,,String,,,Amplitude
,No implementado,car_color_7,car_color_7,,,,String,,,Amplitude
,No implementado,car_color_8,car_color_8,,,,String,,,Amplitude
,No implementado,car_condition,car_condition,,,,String,,,Amplitude
,No implementado,car_days_on_lot,car_days_on_lot,,,,String,,,Insider
,No implementado,car_filter,car_filter,,,,String,,,Amplitude
,No implementado,car_fuel,car_fuel,,,,String,,,Amplitude
,No implementado,car_fuel_1,car_fuel_1,,,,String,,,Amplitude
,No implementado,car_fuel_2,car_fuel_2,,,,String,,,Amplitude
,No implementado,car_fuel_3,car_fuel_3,,,,String,,,Amplitude
,No implementado,car_fuel_4,car_fuel_4,,,,String,,,Amplitude
,No implementado,car_fuel_5,car_fuel_5,,,,String,,,Amplitude
,No implementado,car_fuel_6,car_fuel_6,,,,String,,,Amplitude
,No implementado,car_fuel_7,car_fuel_7,,,,String,,,Amplitude
,No implementado,car_fuel_8,car_fuel_8,,,,String,,,Amplitude
,No implementado,car_id,car_id,,,,String,,,Amplitude
,No implementado,car_id_1,car_id_1,,,,String,,,Amplitude
,No implementado,car_id_2,car_id_2,,,,String,,,Amplitude
,No implementado,car_id_3,car_id_3,,,,String,,,Amplitude
,No implementado,car_id_4,car_id_4,,,,String,,,Amplitude
,No implementado,car_id_5,car_id_5,,,,String,,,Amplitude
,No implementado,car_id_6,car_id_6,,,,String,,,Amplitude
,No implementado,car_id_7,car_id_7,,,,String,,,Amplitude
,No implementado,car_id_8,car_id_8,,,,String,,,Amplitude
,No implementado,car_image_url,car_image_url,,,,String,,,Amplitude
,No implementado,car_image_url_1,car_image_url_1,,,,String,,,Amplitude
,No implementado,car_image_url_2,car_image_url_2,,,,String,,,Amplitude
,No implementado,car_image_url_3,car_image_url_3,,,,String,,,Amplitude
,No implementado,car_image_url_4,car_image_url_4,,,,String,,,Amplitude
,No implementado,car_image_url_5,car_image_url_5,,,,String,,,Amplitude
,No implementado,car_image_url_6,car_image_url_6,,,,String,,,Amplitude
,No implementado,car_image_url_7,car_image_url_7,,,,String,,,Amplitude
,No implementado,car_image_url_8,car_image_url_8,,,,String,,,Amplitude
,No implementado,car_loan_url,car_loan_url,,,,String,,,Amplitude
,No implementado,car_location,car_location,,,,String,,,Amplitude
,No implementado,car_location2,car_location2,,,,String,,,Amplitude
,No implementado,car_location_1,car_location_1,,,,String,,,Amplitude
,No implementado,car_location_2,car_location_2,,,,String,,,Amplitude
,No implementado,car_location_3,car_location_3,,,,String,,,Amplitude
,No implementado,car_location_4,car_location_4,,,,String,,,Amplitude
,No implementado,car_location_5,car_location_5,,,,String,,,Amplitude
,No implementado,car_location_6,car_location_6,,,,String,,,Amplitude
,No implementado,car_location_7,car_location_7,,,,String,,,Amplitude
,No implementado,car_location_8,car_location_8,,,,String,,,Amplitude
,No implementado,car_make,car_make,,,,String,,,"Amplitude, Insider"
,No implementado,car_make_1,car_make_1,,,,String,,,Amplitude
,No implementado,car_make_2,car_make_2,,,,String,,,Amplitude
,No implementado,car_make_3,car_make_3,,,,String,,,Amplitude
,No implementado,car_make_4,car_make_4,,,,String,,,Amplitude
,No implementado,car_make_5,car_make_5,,,,String,,,Amplitude
,No implementado,car_make_6,car_make_6,,,,String,,,Amplitude
,No implementado,car_make_7,car_make_7,,,,String,,,Amplitude
,No implementado,car_make_8,car_make_8,,,,String,,,Amplitude
,No implementado,car_make_query,car_make_query,,,,String,,,Amplitude
,No implementado,car_mileage,car_mileage,,,,String,,,"Amplitude, Insider"
,No implementado,car_mileage_1,car_mileage_1,,,,String,,,Amplitude
,No implementado,car_mileage_2,car_mileage_2,,,,String,,,Amplitude
,No implementado,car_mileage_3,car_mileage_3,,,,String,,,Amplitude
,No implementado,car_mileage_4,car_mileage_4,,,,String,,,Amplitude
,No implementado,car_mileage_5,car_mileage_5,,,,String,,,Amplitude
,No implementado,car_mileage_6,car_mileage_6,,,,String,,,Amplitude
,No implementado,car_mileage_7,car_mileage_7,,,,String,,,Amplitude
,No implementado,car_mileage_8,car_mileage_8,,,,String,,,Amplitude
,No implementado,car_mileage_attribute,car_mileage_attribute,,,,String,,,Insider
,No implementado,car_mileage_difference,car_mileage_difference,,,,String,,,Amplitude
,No implementado,car_mileage_last,car_mileage_last,,,,String,,,Amplitude
,No implementado,car_model,car_model,,,,String,,,"Amplitude, Insider"
,No implementado,car_model_1,car_model_1,,,,String,,,Amplitude
,No implementado,car_model_2,car_model_2,,,,String,,,Amplitude
,No implementado,car_model_3,car_model_3,,,,String,,,Amplitude
,No implementado,car_model_4,car_model_4,,,,String,,,Amplitude
,No implementado,car_model_5,car_model_5,,,,String,,,Amplitude
,No implementado,car_model_6,car_model_6,,,,String,,,Amplitude
,No implementado,car_model_7,car_model_7,,,,String,,,Amplitude
,No implementado,car_model_8,car_model_8,,,,String,,,Amplitude
,No implementado,car_model_do_not_use,car_model_do_not_use,,,,String,,,Insider
,No implementado,car_option,car_option,,,,String,,,Amplitude
,No implementado,car_path_selected,car_path_selected,,,,String,,,Amplitude
,No implementado,car_plate,car_plate,,,,String,,,Amplitude
,No implementado,car_plates,car_plates,,,,String,,,Amplitude
,No implementado,car_postal_code,car_postal_code,,,,String,,,Amplitude
,No implementado,car_price,car_price,,,,String,,,Amplitude
,No implementado,car_price_1,car_price_1,,,,String,,,Amplitude
,No implementado,car_price_2,car_price_2,,,,String,,,Amplitude
,No implementado,car_price_3,car_price_3,,,,String,,,Amplitude
,No implementado,car_price_4,car_price_4,,,,String,,,Amplitude
,No implementado,car_price_5,car_price_5,,,,String,,,Amplitude
,No implementado,car_price_6,car_price_6,,,,String,,,Amplitude
,No implementado,car_price_7,car_price_7,,,,String,,,Amplitude
,No implementado,car_price_8,car_price_8,,,,String,,,Amplitude
,No implementado,car_price_final,car_price_final,,,,String,,,Amplitude
,No implementado,car_price_financing,car_price_financing,,,,String,,,Amplitude
,No implementado,car_price_financing_final,car_price_financing_final,,,,String,,,Amplitude
,No implementado,car_pricefinal,car_pricefinal,,,,String,,,Amplitude
,No implementado,car_promotion,car_promotion,,,,String,,,Amplitude
,No implementado,car_quantity,car_quantity,,,,String,,,Amplitude
,No implementado,car_refund,car_refund,,,,String,,,Amplitude
,No implementado,car_region_id,car_region_id,,,,String,,,Amplitude
,No implementado,car_sale_time,car_sale_time,,,,String,,,Amplitude
,No implementado,car_sku,car_sku,,,,String,,,Amplitude
,No implementado,car_specs_condition,car_specs_condition,,,,String,,,Amplitude
,No implementado,car_specs_condition_detail,car_specs_condition_detail,,,,String,,,Amplitude
,No implementado,car_status,car_status,,,,String,,,Amplitude
,No implementado,car_traction,car_traction,,,,String,,,Amplitude
,No implementado,car_transmission,car_transmission,,,,String,,,Amplitude
,No implementado,car_transmission_1,car_transmission_1,,,,String,,,Amplitude
,No implementado,car_transmission_2,car_transmission_2,,,,String,,,Amplitude
,No implementado,car_transmission_3,car_transmission_3,,,,String,,,Amplitude
,No implementado,car_transmission_4,car_transmission_4,,,,String,,,Amplitude
,No implementado,car_transmission_5,car_transmission_5,,,,String,,,Amplitude
,No implementado,car_transmission_6,car_transmission_6,,,,String,,,Amplitude
,No implementado,car_transmission_7,car_transmission_7,,,,String,,,Amplitude
,No implementado,car_transmission_8,car_transmission_8,,,,String,,,Amplitude
,No implementado,car_type,car_type,,,,String,,,Amplitude
,No implementado,car_url,car_url,,,,String,,,Amplitude
,No implementado,car_url_1,car_url_1,,,,String,,,Amplitude
,No implementado,car_url_2,car_url_2,,,,String,,,Amplitude
,No implementado,car_url_3,car_url_3,,,,String,,,Amplitude
,No implementado,car_url_4,car_url_4,,,,String,,,Amplitude
,No implementado,car_url_5,car_url_5,,,,String,,,Amplitude
,No implementado,car_url_6,car_url_6,,,,String,,,Amplitude
,No implementado,car_url_7,car_url_7,,,,String,,,Amplitude
,No implementado,car_url_8,car_url_8,,,,String,,,Amplitude
,No implementado,car_value,car_value,,,,String,,,Amplitude
,No implementado,car_value_estimated,car_value_estimated,,,,String,,,Amplitude
,No implementado,car_version,car_version,,,,String,,,"Amplitude, Insider"
,No implementado,car_version_1,car_version_1,,,,String,,,Amplitude
,No implementado,car_version_2,car_version_2,,,,String,,,Amplitude
,No implementado,car_version_3,car_version_3,,,,String,,,Amplitude
,No implementado,car_version_4,car_version_4,,,,String,,,Amplitude
,No implementado,car_version_5,car_version_5,,,,String,,,Amplitude
,No implementado,car_version_6,car_version_6,,,,String,,,Amplitude
,No implementado,car_version_7,car_version_7,,,,String,,,Amplitude
,No implementado,car_version_8,car_version_8,,,,String,,,Amplitude
,No implementado,car_version_id,car_version_id,,,,String,,,Amplitude
,No implementado,car_year,car_year,,,,String,,,"Amplitude, Insider"
,No implementado,car_year_1,car_year_1,,,,String,,,Amplitude
,No implementado,car_year_2,car_year_2,,,,String,,,Amplitude
,No implementado,car_year_3,car_year_3,,,,String,,,Amplitude
,No implementado,car_year_4,car_year_4,,,,String,,,Amplitude
,No implementado,car_year_5,car_year_5,,,,String,,,Amplitude
,No implementado,car_year_6,car_year_6,,,,String,,,Amplitude
,No implementado,car_year_7,car_year_7,,,,String,,,Amplitude
,No implementado,car_year_8,car_year_8,,,,String,,,Amplitude
,No implementado,car_year_attribute,car_year_attribute,,,,String,,,Insider
,No implementado,cardPaymentMethodType,cardPaymentMethodType,,,,String,,,Amplitude
,No implementado,card_type,card_type,,,,String,,,Amplitude
,No implementado,catalog_filter___cpLocation,catalog_filter___cpLocation,,,,String,,,Amplitude
,No implementado,catalog_filter_body_type,catalog_filter_body_type,,,,String,,,Amplitude
,No implementado,catalog_filter_bodytype,catalog_filter_bodytype,,,,String,,,Amplitude
,No implementado,catalog_filter_color,catalog_filter_color,,,,String,,,Amplitude
